patent_id	title	claim	abstract	class
   R2 is H, (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, (CH 2 ) n -phenyl, (CH 2 ) n -thienyl, (CH 2 ) n -pyridyl, (CH 2 ) n -furyl, C(O)--(C 1 -C 6 )-alkyl, C(O)--(C 3 -C 6 )-cycloalkyl, C(O)--(CH 2 ) n -phenyl, C(O)--(CH 2 ) n -thienyl, C(O)--(CH 2 ) n -pyridyl or C(O)--(CH 2 ) n -furyl,   wherein n is 0-5 and in which any of phenyl, thienyl, pyridyl or furyl may be optionally substituted up to two times by Cl, F, CN, CF 3, (C 1 -C 3 )-alkyl, OH or O--(C 1 -C 6 )-alkyl;   R3 is H, (C 1 -C 6 )-alkyl, F, Cl, Br, CN, N 3, O--(C 1 -C 6 )-alkyl, (CH 2 ) n -phenyl, (CH 2 ) n -thienyl, (CH 2 ) n -pyridyl, (CH 2 ) n -furyl,   where n is 0-5 and in which any of phenyl, thienyl, pyridyl or furyl may be optionally substituted up to two times by Cl, F, CN, CF 3, (C 1 -C 3 )-alkyl, OH or O--(C 1 -C 6 )-alkyl,   (C 2 -C 6 )-alkynyl, (C 2 -C 6 )-alkenyl, OC(O)CH 3, (CH 2 ) n --C(O)O(C 1 -C 6 )-alkyl, (CH 2 ) n --C(O)OH, (CH 2 ) n --C(O)NH 2, (CH 2 ) n --C(O)NHCH 3 or (CH 2 ) n --C(O)N(CH 3 ) 2, where n is 0-3;  R4 is (C 1 -C 8 )-alkyl, (C 3 -C 7 )-cycloalkyl, (C 2 -C 6 )-alkenyl, (C 2 -C 6 )-alkynyl, (C 4 -C 7 )-cycloalkenyl,   wherein one or more of the hydrogens of the alkyl radicals may be replaced by fluorine or one hydrogen may be replaced by OH, OC(O)CH 3, OC(O)H, O--CH 2 --Ph or O--(C 1 -C 4 )-alkyl; is (CH 2 ) n -pyrrolidin-1-yl, (CH 2 ) n -piperidin-1-yl, (CH 2 ) n -morpholin-4-yl, (CH 2 ) n -piperazin-1-yl, (CH 2 ) n -N-4-methylpiperazin-1-yl, (CH 2 ) n --N-4-benzylpiperazin-1-yl, (CH 2 ) n -phthalimidoyl, where n is 1-6;   (CH 2 ) n -aryl or (CH 2 ) n -heteroaryl,   where n is 0-6 and aryl is phenyl, biphenylyl or 1 - or 2-naphthyl and heteroaryl is 2-, 3- or 4-pyridyl, 2- or 3-thienyl, 2- or 3-furyl, 2-, 4- or 5-thiazolyl, 2-, 4- or 5-oxazolyl, l-pyrazolyl, 3- or 5-isoxazolyl, 2- or 3-pyrrolyl, 2- or 3-pyridazinyl, 2-, 4- or 5-pyrimidinyl, 2-pyrazinyl, 2-(1,3,5-triazinyl), 2- or 5-benzimidazolyl, 2-benzothiazolyl, 1,2,4-triazol-3-yl, 1,2,4-triazol-5-yl, tetrazol-5-yl, indol-3-yl, indol-5-yl or N-methylimidazol-2-, -4- or -5-yl,   wherein the aryl radical or the heteroaryl radical may be optionally substituted up to two times by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, S--(C 1 -C 6 )-alkyl, SO--(C 1 -C 6 )-alkyl, (CH 2 ) n --SO 2 --(C 1 -C 6 )-alkyl, (CH 2 ) n --SO 2 --NH 2, (CH 2 ) n --SO 2 --N(=CH--N(CH 3 ) 2 ), wherein n is 0-6, (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, COOH, COO(C 1 -C 6 )-alkyl, COO(C 3 -C 6 )-cycloalkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON[(C 1 -C 6 )-alkyl] 2, CONH(C 3 -C 6 )-cycloalkyl, NH 2, NH--CO--(C 1 -C 6 )-alkyl, NH--CO-phenyl, NH--SO 2 -(C 1 -C 6 )-alkyl, NH--SO 2 -phenyl,
   wherein the phenyl ring may be substituted up to two times by F, Cl, CN, OH, (C 1 -C 6 )-alkyl, O--(C 1 -C 6 )-alkyl, CF 3, COOH, COO(C 1 -C 6 )-alkyl or CONH 2 ;   pyrrolidin-1-yl, morpholin-1-yl, piperidin-1-yl, piperazin-1-yl, 4-methylpiperazin-1-yl, (CH 2 ) n -phenyl, O--(CH 2 ) n -phenyl, S--(CH 2 ) n -phenyl or SO 2 --(CH 2 ) n -phenyl, wherein n is 0-3;    (CH 2 ) n --A--R8, wherein n is 1-6;  A is O, NH, N--(C 1 -C 6 )-alkyl, NCHO, N(CO--CH 3 ), S, SO or SO 2 ;  R8 is (C 1 -C 8 )-alkyl, (C 3 -C 8 )-cycloalkyl,   wherein one or more hydrogens of the alkyl radicals may be replaced by fluorine or one hydrogen may be replaced by OH, OC(O)CH 3, OC(O)H, O--CH 2 --Ph or O--(C 1 -C 4 )-alkyl; is (CH 2 ) m -aryl,   wherein m is 0-6 and aryl is phenyl, thienyl or pyridyl and the aryl moiety may be optionally substituted up to two times by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, S--(C 1 -C 6 )-alkyl, SO--(C 1 -C 6 )-alkyl, (CH 2 ) n --SO 2 --(C 1 -C 6 )-alkyl, (CH 2 ) n --SO 2 --NH 2, (CH 2 ) n --SO 2 --N(=CH--N(CH 3 ) 2 ), (CH 2 ) n --SO 2 --NH(C 1 -C 8 )-alkyl, (CH 2 ) n --SO 2 --N[(C 1 -C 8 )-alkyl] 2, (CH 2 ) n --SO 2 --NH(C 3 -C 8 )-cycloalkyl, (CH 2 ) n --SO 2 --N[(C 3 -C 8 )-cycloalkyl 2 ], where n is 0-6, (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, COOH, COO(C 1 -C 6 )-alkyl, COO(C 3 -C 6 )-cycloalkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON[(C 1 -C 6 )-alkyl] 2, CONH(C 3 -C 6 )-cycloalkyl, NH 2, NH(C 1 -C 6 )-alkyl, N[(C 1 -C 6 )-alkyl] 2, NH--CO--(C 1 -C 6 )-alkyl, NH--CO-phenyl, NH--SO 2 -phenyl,
   where the phenyl ring may be optionally substituted up to two times by F, Cl, CN, OH, (C 1 -C 6 )-alkyl, O--(C 1 -C 6 )-alkyl, CF 3, COOH, COO(C 1 -C 6 )-alkyl or CONH 2 ;   NH--SO 2 --(C 1 -C 8 )-alkyl, N(C 1 -C 6 )-alkyl-SO 2 --(C 1 -C 8 )-alkyl, pyrrolidin-1-yl, morpholin-1-yl, piperidin-1-yl, piperazin-1-yl, 4-methylpiperazin-1-yl, (CH 2 ) p -phenyl, O--(CH 2 ) p -phenyl, S--(CH 2 ) p -phenyl or SO 2 --(CH 2 ) p -phenyl, wherein p is 0-3;    R5 is H;  R6 is Cl, Br, OH, O--(C 1 -C 6 )-alkyl, O--(CH 2 ) n -aryl, O--(CH 2 ) n -heteroaryl   wherein n is 0-6 and aryl is phenyl and heteroaryl is 2-, 3- or 4-pyridyl or 2- or 3-thienyl;   O--C(O)--H, O--C(O)--(C 1 -C 6 )-alkyl, O--C(O)--(C 3 -C 8 )-cycloalkyl, O--C(O)-aryl, O--C(O)-heteroaryl,   wherein aryl is phenyl and heteroaryl is pyridyl, thienyl or furanyl;   O-alpha- or -beta-glucuronic acid, SH, S--(C 1 -C 6 )-alkyl, S--(CH 2 ) n -phenyl, wherein n is 0-6, S--C(O)--(C 1 -C 6 )-alkyl, S--C(O)--(C 3 -C 8 )-cycloalkyl, S--C(O)-phenyl; SO--(C 1 -C 6 )-alkyl, SO--(CH 2 ) n -phenyl, wherein n is 0-6, SO 2 --(C 1 -C 6 )-alkyl, SO 2 --(CH 2 ) n -phenyl, wherein n is 0-6, NH 2, NH--(C 1 -C 6 )-alkyl, NH--(C 3 -C 7 )-cycloalkyl, N[(C 1 -C 6 )-alkyl] 2, morpholin-4-yl, pyrrolidin-1-yl, piperidin-1-yl, piperazin-1-yl, 1-methylpiperazin-4-yl, 1-benzylpiperazin-4-yl, NH-phenyl, NH--CH 2 -phenyl, NH--C(O)--(C 1 -C 6 )-alkyl or NH--C(O)-phenyl;
    or   and their physiologically acceptable salts and physiologically functional derivatives."	"The invention relates to substituted 8,8a-dihydro-3aH-indeno[1,2-d]thiazoles and to their physiologically acceptable salts and physiologically functional derivatives. Compounds of formula I, 
 in which the radicals are as defined above, and their physiologically acceptable salts and processes for their preparation are described. The compounds are suitable, for example, as anorectics."	aab
6444669	8,8A-DIHYDROINDENO[1,2-D]THIAZOLE DERIVATIVES WHICH CARRY IN THE 2-POSITION A SUBSTITUENT HAVING A SULFONAMIDE STRUCTURE OR SULFONE STRUCTURE; PROCESSES FOR THEIR PREPARATION AND THEIR USE AS MEDICAMENTS	"1. A pharmaceutical composition, comprising one or more compounds of the following formula I:   in which    R1, R1' are independently selected from H, F, Cl, Br, I, CF 3, NO 2, CN, COOH, COO(C 1 -C 6 )-alkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON[(C 1 -C 6 )-alkyl] 2, (C 1 -C 6 )-alkyl, (C 2 -C 6 )-alkenyl, (C 2 -C 6 )-alkynyl, O--(C 1 -C 6 )-alkyl,
   wherein one or more of the hydrogens of the alkyl radicals may be replaced by fluorine, or one hydrogen may be replaced by OH, OC(O)CH 3, OC(O)H, O--CH 2 --Ph, NH 2, NH--CO--CH 3 or N(COOCH 2 Ph) 2 ;    SO 2 --NH 2, SO 2 NH(C 1 -C 6 )-alkyl, SO 2 N[(C 1 -C 6 )-alkyl] 2, S--(C 1 -C 6 )-alkyl, S--(CH 2 ) n -phenyl, SO--(C 1 -C 6 )-alkyl, SO--(CH 2 ) n -phenyl, SO 2 --(C 1 -C 6 )-alkyl, SO 2 --(CH 2 ) n -phenyl,
   wherein n is 0-6 and the phenyl radical may be substituted up to two times by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl or NH 2 ;    NH 2, NH--(C 1 -C 6 )-alkyl, N[(C 1 -C 6 )-alkyl] 2, NH--(CO)--(C 1 -C 7 )alkyl, phenyl, biphenylyl, O--(CH 2 ) n -phenyl, where n is 0-6, 1- or 2-naphthyl, 2-, 3- or 4-pyridyl, 2- or 3-furanyl or 2- or 3-thienyl,
   wherein any of the phenyl, biphenyl, naphthyl, pyridyl, furanyl or thienyl rings may be substituted one to three times by F, Cl, Br, I, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl, NH 2, NH(C 1 -C 6 )-alkyl, N[(C 1 -C 6 )-alkyl] 2, SO 2 --CH 3, COOH, COO--(C 1 -C 6 )-alkyl or CONH 2 ;
    1,2,3-triazol-5-yl, wherein the triazole ring may be substituted in the 1-, 2- or 3-position by methyl or benzyl; or tetrazol-5-yl, where the tetrazole ring may be substituted in the 1- or 2 position by methyl or benzyl;  R2 is H, (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, (CH 2 ) n -phenyl, (CH 2 ) n -thienyl, (CH 2 ) n -pyridyl, (CH 2 ) n -furyl, C(O)--(C 1 -C 6 )-alkyl, C(O)--(C 3 -C 6 )-cycloalkyl, C(O)--(CH 2 ) n -phenyl, C(O)--(CH 2 ) n -thienyl, C(O)--(CH 2 ) n -pyridyl or C(O)--(CH 2 ) n -furyl,   wherein n is 0-5 and in which any of phenyl, thienyl, pyridyl or furyl may be substituted up to two times by Cl, F, CN, CF 3, (C 1 -C 3 )-alkyl, OH or O--(C 1 -C 6 )-alkyl;   R3 is H, (C 1 -C 6 )-alkyl, F, CN, N 3, O--(C 1 -C 6 )-alkyl, (CH 2 ) n -phenyl, (CH 2 ) n -thienyl, (CH 2 ) n -pyridyl (CH 2 ) n -furyl,   where n is 0-5 and in which phenyl, thienyl, pyridyl or furyl may be substituted up to two times by Cl, F, CN, CF 3, (C 1 -C 3 )-alkyl, OH or O--(C 1 -C 6 )-alkyl;    OC(O)CH 3, (C 2 -C 6 )-alkynyl, (C 2 -C 6 )-alkenyl, COO(C 1 -C 6 )-alkyl, C(O)OH, C(O)NH 2, C(O)NHCH 3 or C(O)N(CH 3 ) 2 ;  R4 is (CH 2 ) n --R5, wherein n is 0-6;  R5 is phenyl, biphenylyl, 1- or 2-naphthyl, 2-, 3- or 4-pyridyl, 2- or 3-thienyl, 2- or 3-furyl, 2-, 4- or 5-thiazolyl, 2-, 4- or 5-oxazolyl, 1-pyrazolyl, 3- or 5-isoxazolyl, 2- or 3-pyrrolyl, 2- or 3-pyridazinyl, 2-, 4- or 5-pyrimidinyl, 2-pyrazinyl, 2-(1,3,5-triazinyl), 2- or 5-benzimidazolyl, 2-benzothiazolyl, 1,2,4-triazol-3-yl, 1,2,4-triazol-5-yl, tetrazol-5-yl, indol-3-yl, indol-5-yl or N-methylimidazol-2-, -4- or -5-yl;  and R5 is substituted by   NH--SO 2 --(C 1 -C 6 )-alkyl or NH--SO 2 -phenyl,   wherein the phenyl ring may be substituted up to two times by F, Cl, CN, OH, (C 1 -C 6 )-alkyl, O--(C 1 -C 6 )-alkyl, CF 3, COOH, COO(C 1 -C 6 )-alkyl, CONH 2, (CH 2 ) n --SO 2 --(C 1 -C 6 )-alkyl, wherein n is 1-6, (CH 2 ) m --SO 2 --NH 2, (CH 2 ) m --SO 2 --NH--(C 1 -C 6 )-alkyl, (CH 2 ) m --SO 2 --N[(C 1 -C 6 )-alkyl] 2 or (CH 2 ) m --SO 2 --N(=CH--N(CH 3 ) 2 ), wherein m is 0-6;
   and R5 may be further substituted by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, S--(C 1 -C 6 )-alkyl, SO--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, COOH, COO(C 1 -C 6 )-alkyl, COO(C 3 -C 6 )-cycloalkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON[(C 1 -C 6 )-alkyl] 2, CONH(C 3 -C 6 )-cycloalkyl, NH 2, NH--CO--(C 1 -C 6 )-alkyl, NH--CO-phenyl, pyrrolidin-1-yl, morpholin-1-yl, piperidin-1-yl, piperazin-1-yl, 4-methylpiperazin-1-yl, (CH 2 ) n -phenyl, O--(CH 2 ) n -phenyl, S--(CH 2 ) n -phenyl, SO 2 --(CH 2 ) n -phenyl, wherein n is 0-3;
   and its physiologically acceptable salts and physiologically functional derivatives    and further comprising one or more anorectic active ingredients."	"8,8a-Dihydroindeno[1,2-d]thiazole derivatives which carry in the 2-position a substituent having a sulfonamide structure or sulfone structure; processes for their preparation and their use as medicaments
 The invention relates to polycyclic dihydrothiazoles and to their physiologically acceptable salts and physiologically functional derivatives. Compounds of formula I,  in which the radicals are as defined above, and their physiologically acceptable salts and processes for their preparation are described. The compounds are suitable, for example, as anorectics."	aab
6451802	S-oxide lipid lowering compounds	1. A compound of formula (I)   the N-oxides, the stereochemically isomeric forms thereof, and the pharmaceutically acceptable acid addition salts, wherein    n is 1 or 2;  R 1 is hydrogen, C 1-6 alkyl or halo;  R 2 is hydrogen or halo;  R 3 is C 1-8 alkyl or C 3-6 cycloalkyl;  Het is a radical of formula    wherein  R 4 is hydrogen, C 1-4 alkyl, trifluoromethyl, amino or hydroxy;  R 5 is hydrogen or C 1-4 alkyl;  R 6 is hydrogen or C 1-4 alkyl; and  --A--B-- is a bivalent radical of formula   --CH=CH--  (b-1) --N=CH--  (b-2) --CH=N--  (b-3)  wherein optionally one of the hydrogen atoms is replaced by C 1-4 alkyl.	The present invention relates to compounds of formula (I)  the N-oxides, the stereochemically isomeric forms thereof, and the pharmaceutically acceptable acid addition salts, wherein n is 1 or 2, R 1 is hydrogen, C 1-6 alkyl or halo; R 2 is hydrogen or halo; R 3 is C 1-8 alkyl or C 3-6 cycloalkyl; Hetis an optionally substituted triazole, imidazole, or thiazole; and --A--B-- is a bivalent radical of formula --CH=CH--, --N=CH--, --CH=N--, wherein optionally one of the hydrogen atoms is replaced by C 1-4 alkyl; having apolipoprotein B inhibiting activity and concomitant lipid lowering activity. Processes for preparing said products, formulations comprising said products and their use as a medicine are disclosed, in particular for treating disorders caused by an excess of very low density lipoproteins (VLDL) or low density lipoproteins (LDL), and especially disorders caused by the cholesterol associated with said VLDL and LDL, such as, for example, hyperlipidemia, obesitas or atherosclerosis.	abb
6506420	Combinations of psyllium and chitosan for synergistic adsorption of triglyceride	1. A composition for inducing weight loss and lowering cholesterol in a warm blooded animal comprising a combination of psyllium and chitosan in a weight ratio of 2:1 to 11:1, said combination being capable of synergistically binding fats comprising triglycerides and cholesterols and, when administered, promoting reduction of the absorption of the fats.	A composition and method for minimizing the absorption of triglycerides and fats in the gastrointestinal tract is described. The composition comprises psyllium and chitosan in a ratio range of 2:1 to 11:1 by weight, preferably 2:1 to 9:1, and most preferably 2:1 to 4:1 to provide a synergistic fat-binding effect.	aba
6518402	Antibodies to c5 polypeptides	1. An antibody or fragment thereof which immunospecifically binds to a C5 polypeptide, wherein the C5 polypeptide comprises the amino acid sequence shown in FIGS. 18A-18B (SEQ ID NO.:51).	The present invention relates to methods and compositions for the treatment of body weight disorders, including, but not limited to, obesity. Specifically, the present invention identifies and describes genes which are differentially expressed in body weight disorder states, relative to their expression in normal, or non-body weight disorder states, and/or in response to manipulations relevant to appetite and/or weight regulation. Further, the present invention identifies and describes genes via the ability of their gene products to interact with gene products involved in body weight disorders and/or appetite and/or body weight regulation. Still further, the present invention provides methods for the identification and therapeutic use of compounds as treatments of body weight disorders. Additionally, the present invention describes methods for the diagnostic evaluation and prognosis of various body weight disorders, and for the identification of subjects exhibiting a predisposition to such conditions.	aab
6531462	Medicament for treating obesity and improving lipid metabolism	1. A method for therapeutic or prophylactic treatment of obesity, comprising administering to a mammal in need thereof a therapeutically or prophylactically effective amount of a medicament comprising at least one 24-alkylcholest-5-en-3-one and a food product.	A medicament for preventive and therapeutic treatment of obesity and a disease with abnormal lipid metabolism which comprises a 24-alkylcholest-5-en-3-one as an active ingredient.	abd
6555536	Biologically active 4H-benzo [1,4]oxazin-3-ones	1. A compound of Formula (I):   or an optical isomer, enantiomer, diastereomer, racemate or racemic mixture thereof, ester, prodrug form, or a pharmaceutically acceptable salt thereof, wherein    A is selected from aryl, heterocyclyl, and C 1 -C 10 alkyl, said aryl, heterocyclyl, and C 1 -C 10 alkyl being optionally substituted with one or more members selected from the group consisting of halogen, OH, aryl, C 3 -C 8 cycloalkyl, C 1 -C 10 alkyl substituted with a halogen, C 1 -C 10 alkyl ether, heterocyclyl, carbonyl, oxime, --C(NNR 3 R 4 )R 1, -COOR 1, --CONR 1 R 2, --OC(O)R 1, --OC(O)OR 1, --OC(O)NR 1 R 2, --NR 1 R 2, --NR 3 C(O)R 1, --NR 3 C(O)OR 1, and --NR 3 C(O)NR 1 R 2, wherein   R 1 and R 2 are independently selected from hydrogen, C 1 -C 10 alkyl, aryl, heterocyclyl, and alkylaryl, or R 1 and R 2 may be taken together to form a 5- to 10-member ring; and  R 3 and R 4 are independently selected from hydrogen, C 1 -C 10 alkyl, aryl, heterocyclyl, alkylaryl, --C(O)R 1, or --C(O)NR 1 R 2 ;   Z 1 is selected from hydrogen, C 1 -C 6 alkyl, aryl, heterocyclyl, COOR 1, CONR 1 R 2, OH, C 1 -C 6 alkyl ether, --OC(O)R 1, --OC(O)OR 1, --OC(O)NR 1 R 2, --NR 1 R 2, --NR 3 C(O)R 1, --NR C(O)OR 1, --NR 3 C(O)NR 1 R 2, halogen, --C(O)R 1, --C(NR 3 )R 1, --C(NOR 3 )R 1, and --C(NNR 3 R 4 )R 1 ;  Z 2 is selected from hydrogen, halogen, C 1 -C 6 alkyl;  Z 1 and Z 2 may together form a fused aromatic ring;  n is an integer from 0 to 3;  G is selected from --COOR 1, --C(O)COOR 1, --CONR 1 R 2, --CF 3, --P(O) (OR 1 ) (OR 2 ), --S--R 8,    R 5 and R 6 are independently hydrogen or C 1 -C 6 alkyl;  R 7 is hydrogen, C 1 -C 6 alkyl, or --C(O)R 5 ;  R 8 is selected from the group consisting of hydrogen, C 1 -C 6 alkyl, and substituted C 1 -C 6 alkyl; and  B is oxygen or --NR 5 ;   E is selected from hydrogen, C 1 -C 6 alkyl and a moiety of the formula   X is hydrogen or oxygen, with the proviso that   when E is hydrogen and G is --COOH, --COOCH 3, or a moiety of the formula of   A is selected from the group consisting of aryl, heterocyclyl, substituted C 1 -C 6 alkyl, provided that when X is hydrogen, n is 1 and G is a moiety of the formula of    A is selected from the group consisting of heterocyclyl.	The invention is directed to 4h-benzo[1,4]oxazin-3-ones useful as peroxisome proliferator activated receptor gamma (PPARγ) agonists or antagonists. Pharmaceutical compositions comprising compounds of the present invention and methods of treating conditions such as NIDDM and obesity are also disclosed.	abb
6569879	Aryloxyacetic acids for diabetes and lipid disorders	1. A compound having the formula I:   and pharmaceutically acceptable salts thereof, wherein    R 1 and R 2 are each independently selected from the group consisting of H, F, C 1-5 alkyl, C 2-5 alkenyl, and C 2-5 alkynyl, wherein said alkyl, alkenyl, and alkynyl may be linear or branched and are optionally substituted with 1-3 halogen atoms; or optionally R 1 and R 2 together form a C 3-6 cycloalkyl;  R 3 and R 4 are each independently selected from the group consisting of C 1 -C 5 alkyl, C 2-5 alkenyl, and C 2-5 alkynyl, wherein said alkyl, alkenyl, and alkynyl groups may be linear or branched and arc optionally substituted with 1-5 fluorine atoms;  X is N;  Y is O or S;  Z is O or S; and  R 5 is selected from the group consisting of H, C 1-6 alkyl, C 2-6 alkenyl, C 2-6 alkynyl, C 6-10 Aryl, --OC 1-6 alkyl, --OC 2-6 alkenyl, --OC 2-6 alkynyl, --OC 6-10 Aryl, C 3-6 Cycloalkyl, 5-6-membered Heterocyclyl, 5-6-membered Heteroaryl, --OC 3-6 Cycloalkyl, --O 5-6-membered Heterocyclyl, --O 5-6 membered Heteroaryl, and a C 1-4 alkyl group which comprises at a position interrupting the chain or at the end of the chain a group selected from C 6-10 Aryl, C 3-6 Cycloalkyl, 5-6-membered Heterocyclyl, and 5-6-membered Heteroaryl, wherein each of said alkyl, alkenyl, alkynyl, -Oalkyl, -Oalkenyl, and -Oalkynyl is linear or branched and optionally substituted with 1-5 fluorine atoms and/or one --OCH 3 or --OCF 3 group, and each of said Aryl, Cycloalkyl, Heteroaryl, Heterocyclyl, --OAryl, --OCycloalkyl, -OHeteroaryl, and -OHeterocyclyl groups is optionally substituted with 1-7 halogen atoms and/or one --OCH 3 or --OCF 3 group.	A class of aryloxyacetic acids comprises compounds that are potent agonists of PPAR alpha and/or gamma, and are therefore useful in the treatment, control or prevention of non-insulin dependent diabetes mellitus (NIDDM), hyperglycemia, dyslipidemia, hyperlipidemia, hypercholesterolemia, hypertriglyceridemia, atherosclerosis, obesity, vascular restenosis, inflammation, and other PPAR alpha and/or gamma mediated diseases, disorders and conditions.	abd
6599899	Benzoxazinones as peroxisome proliferator activated receptor gamma modulators and method of treatment	1. A method of treating a subject suffering from a disorder in glucose and lipid metabolism, which comprises administering to the subject a therapeutically effective amount of the compound of the Formula (I),   or an optical isomer, enantiomer, diastereomer, racemate or racemic mixture thereof, ester, prodrug form, or a pharmaceutically acceptable salt thereof, wherein    Q is a fused phenyl or fused pyridyl moiety;  Z 1 is hydrogen, halogen, C 1 -C 6 alkyl, C 1 -C 6 alkoxy, phenyl, hydroxy, amino, nitro, sulfonylamino or trifluoromethyl;  Z 2 is hydrogen or halogen;  X is hydrogen or oxygen;  n is an integer from 0-3; and  Y is selected from   (a) N + HR 1 R 2, N + R 1 R 2 R 3 ;  (b) NHC(=NR 4 )NHR 5 ;  (c) CO 2 H, CHO;  (d) CH(R 6 )COOH, CH(R 6 )COOCH 3, CH=CHR 7, CH=C(COOH) 2 ;  (e) a moiety of the formula   (f) 5-tetrazolyl,     wherein    R 1, R 2 and R 3 are independently hydrogen, C 1-C  6 alkyl, or t-butoxycarbonyl;  R 4 and R 5 are independently t-butoxycarbonyl or hydrogen, or R 4 and R 5 may be joined together to form an imidazoline, imidazolyl or pyrimidine ring;  R 6 is hydrogen, hydroxy, or halogen; and  R 7 is CO 2 H or C(O)NH(CH 2 ) p OH wherein p is an integer from 1-4.	The invention is directed to benzoxazinone derivatives useful as peroxisome proliferator activated receptor gamma (PPARγ) modulators. Pharmaceutical compositions comprising compounds of the present invention and methods of treating conditions such as NIDDM and obesity are also disclosed.	abb
6605297	Substances having antiobese and visceral fat-reducing functions and utilization thereof	1. A method for inhibiting the accumulation of visceral fat in a mammal, comprising administering to the mammal a component of coupling at least one of isomerized highly unsaturated fatty acid or a derivative thereof, which has at least one activity of specifically accelerating the uncoupling respiration of mitochondria and accelerating proton leak in the mitochondrial inner membrane of one or more of a tissue of the mammal which produces nonshivering thermogenesis, skeletal muscle, white adipose tissue, and brown adipose tissue.	The present invention is substances comprising coupling isomerized highly unsaturated fatty acids and/or their derivatives having an activity of specifically promoting the uncoupling respiration of mitochondria (MC) and proton leak in the MC inner membrane in cells of the main tissues producing nonshivering thermogenesis (nST), skeletal muscles, white adipose tissue (WAT) and brown adipose tissue (BAT).	abb
